,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
10,15.0,1036,0,83,0,0,848,14,0,87,0,0,287,22,0,0,721,57,340,528,46,0,92,150,251,380,123,21,12,0,0,0,1016,10,6,255,32,131,381,175,0,312,261,399,0,20,19,0,0,400,86,515,30,17,3,0,23,9,0,195,427,324,30,472,50,0,449,36,3,27,34,211,438,324,483,241,66,23,0,0,0,51,48,0,3,0,20,3,0,0,0,0,0,0,0,0,324,101,50,6,0,118,35,329,933,425,291,146,48,17,425,333,0,104,40,3,17,425,335,100,58,9,0,0,0,0,1694,159,89,242,256,213,241,197,227,69,231,258,466,326,401,765,698,105,119,0,0,0,0,1639,21,6,7,9,826,864,39,207,1448,1678,3,3,6,0,1678,0,0,0,0,0,0,0,0,0,3,0,0,7,1678,9,1687,3,0,0,238.3,AgriculturalArea_CommercialBuildingArea_Residential,7,Dresden
11,18.0,2090,0,104,3,0,1829,48,0,104,0,0,954,87,0,0,1038,33,966,942,85,0,228,479,773,463,103,18,13,0,0,0,2026,0,63,1050,515,68,140,248,9,1049,480,0,0,186,312,0,0,191,46,1814,34,3,0,0,10,0,0,105,1096,827,34,147,84,36,1628,146,0,3,10,111,1126,827,731,167,107,21,0,0,0,186,116,0,10,0,88,21,0,0,0,0,0,0,0,0,440,162,107,12,0,37,33,650,1932,1092,355,251,124,109,1092,293,0,307,110,13,109,1092,503,202,107,21,0,0,0,0,3202,379,153,1005,734,337,250,160,118,69,489,1048,1068,334,266,2177,664,105,242,18,0,0,0,3006,48,59,59,12,1641,1561,135,433,2631,3083,32,58,21,0,3083,0,0,3,0,0,0,3,3,0,21,3,7,60,3083,123,3134,70,0,0,582.0,AgriculturalArea_Residential,4,Dresden
12,20.0,4502,0,487,3,0,3740,71,3,146,0,0,1649,133,0,0,2699,169,1297,2157,517,0,296,668,1262,1343,553,168,113,0,0,0,4367,0,133,1222,440,368,1191,952,40,1798,1163,145,3,1053,140,0,13,2236,152,1091,982,90,35,19,129,9,8,684,1466,1019,982,1695,89,54,2441,80,20,172,178,781,1901,1469,2101,635,480,111,0,0,0,262,232,0,7,0,212,48,0,0,0,0,0,0,0,0,1122,501,350,61,3,240,138,1706,4250,2005,899,866,328,115,2005,1253,0,514,277,17,115,2005,1177,547,355,72,6,0,0,0,8178,1089,648,1239,1573,1461,884,544,509,244,1630,1343,3034,1154,1034,4536,2681,297,662,12,0,0,0,7631,175,123,144,40,4132,4037,453,1359,6353,7847,125,92,63,0,7847,0,0,12,3,0,0,0,19,0,27,3,38,167,7847,313,7995,164,0,0,779.5,AgriculturalArea_MixedUseArea_Residential,15,Dresden
13,24.0,791,0,467,0,0,243,9,0,36,0,0,116,0,0,0,677,0,80,266,197,0,6,40,111,182,197,122,69,0,0,0,784,0,9,172,242,29,88,126,12,117,632,0,0,21,10,0,3,583,154,29,14,254,139,18,128,12,0,167,75,0,14,15,46,0,639,36,0,423,139,178,75,0,518,217,121,51,0,0,0,28,18,0,0,0,0,15,0,0,0,0,0,0,0,0,290,112,79,0,0,109,53,334,726,191,250,226,30,0,191,397,0,58,27,0,0,191,275,112,91,6,0,0,0,0,1758,186,135,145,201,321,217,198,202,130,289,177,516,310,450,649,867,118,94,0,0,0,0,1681,25,6,3,8,833,918,90,386,1273,1731,9,6,0,0,1731,0,0,0,0,0,0,0,0,0,3,0,3,9,1731,19,1734,15,0,0,353.9,AgriculturalArea_Residential,8,Dresden
14,25.0,764,0,462,0,0,253,0,0,18,0,0,55,0,0,0,706,6,91,243,153,0,0,41,133,194,159,117,27,0,0,0,744,0,9,154,199,62,91,121,0,56,653,0,0,41,0,0,0,657,59,17,15,301,41,8,193,16,9,127,32,28,15,6,35,3,644,23,0,365,224,132,32,28,501,222,54,57,0,0,0,19,20,0,0,0,6,0,0,0,0,0,0,0,0,0,293,117,36,6,0,79,68,318,736,226,259,182,24,0,226,376,0,63,18,0,0,226,279,118,64,12,0,0,0,0,1573,135,75,161,170,261,267,230,172,82,197,175,447,372,381,575,806,88,77,0,0,0,0,1530,9,0,3,0,795,772,24,321,1221,1565,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,1568,0,0,0,231.6,AgriculturalArea_CommercialBuildingArea_Residential,7,Dresden
15,26.0,198,0,98,0,0,80,0,0,12,0,0,30,7,0,0,162,0,42,51,51,0,6,14,42,47,32,22,18,0,0,0,189,0,9,48,16,6,3,92,0,39,141,0,0,0,17,0,0,141,12,27,13,40,10,25,43,3,3,31,35,0,13,0,9,0,170,0,0,84,50,34,35,0,128,56,20,3,0,0,0,4,16,0,0,0,0,3,0,0,0,0,0,0,0,0,75,29,16,0,0,14,12,92,179,49,64,59,9,0,49,90,0,21,6,3,0,49,73,26,19,0,0,0,0,0,412,42,39,38,65,69,65,29,48,22,80,39,130,79,88,167,191,26,29,0,0,0,0,399,6,0,0,3,215,195,10,80,317,408,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,405,6,0,0,186.2,Residential,2,Dresden
16,27.0,327,0,135,0,0,150,0,0,16,0,0,69,0,0,0,257,0,41,133,52,0,0,27,67,76,54,25,22,0,0,0,321,0,3,125,73,6,13,52,5,70,246,0,0,0,0,0,0,300,15,6,3,90,11,3,77,4,0,106,37,0,3,9,28,3,256,20,0,106,81,109,37,0,179,67,27,12,0,0,0,3,3,0,0,0,3,6,0,0,0,0,0,0,0,0,109,34,15,3,0,24,16,116,305,115,83,54,30,3,115,116,0,9,24,0,3,115,110,35,15,0,0,0,0,0,692,63,56,81,66,133,97,93,59,30,107,96,206,135,146,287,293,31,77,0,0,0,0,616,9,11,36,11,370,320,22,153,504,635,11,15,30,0,635,0,0,0,0,0,0,0,0,0,5,0,3,45,635,56,680,12,0,0,309.2,AgriculturalArea_Residential,3,Dresden
17,28.0,78,0,35,0,0,19,0,0,9,0,0,11,0,0,0,62,0,3,15,16,0,0,3,6,20,10,9,0,0,0,0,72,0,3,40,11,3,0,6,0,11,58,0,0,0,0,0,0,56,5,0,15,3,0,0,38,0,0,19,0,0,15,0,0,0,67,3,0,7,48,22,0,0,56,23,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,0,3,3,33,71,15,30,15,3,0,15,41,0,13,3,0,0,15,26,13,3,0,0,0,0,0,170,22,7,21,29,25,17,20,22,6,28,21,55,24,42,69,88,6,3,0,0,0,0,162,0,0,0,0,87,81,0,66,95,170,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,169,0,0,0,83.5,AgriculturalArea_Residential,4,Dresden
18,32.0,407,0,305,0,0,78,0,0,6,0,0,55,0,0,0,352,0,10,92,223,0,3,0,29,66,94,121,67,0,0,0,406,0,0,3,88,6,143,104,0,55,349,0,0,0,0,0,0,202,57,143,3,128,42,122,47,3,0,43,20,0,3,12,9,0,371,3,0,294,54,43,20,0,334,142,73,59,0,0,0,12,12,0,0,0,0,3,0,0,0,0,0,0,0,0,167,81,57,12,0,53,54,222,393,55,154,157,9,3,55,286,0,25,6,0,3,55,167,76,59,18,3,0,0,0,1015,114,82,81,101,168,194,136,120,21,185,89,270,263,215,338,599,32,41,0,0,0,0,959,25,0,12,0,512,500,55,232,726,991,14,3,3,0,991,0,0,0,0,0,0,3,3,0,0,0,0,8,991,20,999,14,0,0,296.7,MixedUseArea_Residential,7,Dresden
19,33.0,1579,0,227,4,0,1266,13,0,53,0,0,478,6,0,10,1082,15,562,761,153,0,26,110,614,597,117,56,13,0,0,0,1567,0,10,227,381,518,151,169,11,495,372,477,0,63,84,0,21,426,221,900,22,60,43,6,50,6,14,315,648,394,22,791,47,13,687,8,0,119,71,318,649,409,837,417,138,47,0,0,0,77,56,0,0,3,45,13,0,0,0,0,0,0,0,0,564,171,93,6,0,213,66,545,1500,620,502,258,80,24,620,608,0,145,71,3,24,620,572,180,95,7,0,0,0,0,2774,266,149,337,367,428,331,406,390,111,389,357,794,498,731,1076,1286,179,232,9,0,0,0,2669,51,10,24,4,1347,1426,66,330,2375,2755,9,6,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,9,2755,17,2752,15,0,0,238.9,AgriculturalArea_Residential,3,Dresden
20,34.0,1661,0,559,0,0,978,12,0,76,0,0,271,6,0,81,1305,33,293,715,204,0,3,123,408,501,286,108,81,0,0,0,1635,0,15,557,304,98,304,200,0,362,883,150,3,153,43,0,0,1078,110,353,103,303,41,14,255,25,6,605,291,24,103,325,117,0,1014,60,45,373,290,659,315,34,992,434,165,77,0,0,0,35,61,0,3,0,59,15,0,0,0,0,0,0,0,0,578,240,114,6,3,164,118,676,1547,512,493,361,111,15,512,716,0,114,86,9,15,512,561,254,114,10,3,0,0,0,3259,277,271,345,352,536,487,394,359,187,518,382,915,666,797,1254,1534,227,233,0,0,3,0,3137,44,9,3,18,1569,1674,106,551,2579,3225,5,14,0,0,3225,0,3,0,0,0,0,0,0,0,0,7,0,3,3225,22,3243,12,0,0,219.9,AgriculturalArea_CommercialBuildingArea_Residential,17,Dresden
21,37.0,125,0,81,0,0,25,0,0,3,0,0,9,0,0,0,114,0,6,33,18,0,0,3,24,22,24,15,12,0,0,0,124,0,0,56,22,3,6,6,0,9,113,0,0,0,0,0,0,105,3,3,3,49,3,0,45,0,3,18,0,0,3,0,6,0,101,6,0,61,51,18,0,0,83,34,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,15,0,0,6,0,60,115,27,43,29,3,0,27,59,0,12,0,0,0,27,45,9,15,0,0,0,0,0,266,15,21,27,27,58,51,28,35,9,40,27,84,59,62,105,136,12,6,0,0,0,0,256,0,0,0,0,128,134,0,92,171,262,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,262,3,265,0,0,0,123.2,AgriculturalArea_Residential,2,Dresden
22,38.0,3838,0,72,0,0,3493,3,0,257,0,0,129,283,0,0,3413,723,994,2026,43,0,415,747,910,1248,450,35,0,0,0,0,3827,0,8,98,27,39,3557,12,4,414,68,2163,0,258,829,0,0,99,173,3299,253,0,0,0,3,0,0,27,1623,1915,253,3660,5,0,147,0,0,0,6,32,1636,2153,1503,713,123,100,0,0,0,132,139,0,9,9,177,50,0,0,0,0,0,0,0,0,1044,293,124,35,3,209,150,1134,3571,1964,856,384,267,106,1964,953,0,286,239,24,106,1964,1104,318,138,37,3,0,0,0,6081,466,355,1196,599,639,1091,810,532,388,725,1293,1236,1519,1301,2799,2062,472,747,3,0,0,0,5710,124,63,149,22,2984,3094,178,529,5380,5869,64,45,93,0,5869,0,0,3,0,0,0,0,9,7,6,3,6,137,5869,211,5996,81,0,0,228.7,Residential,2,Dresden
23,39.0,108,0,57,0,0,42,0,0,0,0,0,41,0,0,0,66,0,21,28,6,0,5,6,33,15,12,3,15,0,0,0,108,0,0,16,6,3,25,22,0,43,64,0,0,0,0,0,0,94,6,0,0,25,3,0,22,3,0,9,24,10,0,16,3,0,73,0,0,33,28,9,24,11,66,32,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,43,3,6,0,0,13,9,38,104,30,40,15,6,0,30,44,0,3,6,0,0,30,42,6,6,0,0,0,0,0,242,21,21,12,27,39,26,29,32,6,44,21,70,51,69,86,133,12,18,0,0,0,0,229,6,3,0,0,128,114,7,38,190,239,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,240,0,0,0,42.3,AgriculturalArea_CommercialBuildingArea,2,Dresden
24,40.0,3193,0,278,0,0,2789,23,0,84,0,0,1238,138,3,0,1802,22,963,1805,198,0,36,372,1268,1104,227,84,49,0,0,0,3157,0,38,385,1009,488,760,335,14,1383,594,245,0,517,351,0,0,1066,366,1686,61,38,53,5,56,3,0,554,1842,549,61,1177,54,204,1679,3,0,107,62,567,1890,549,1863,881,248,109,0,0,0,219,159,3,0,3,142,49,0,0,0,0,0,0,0,0,1282,360,180,15,0,414,164,1279,3078,1149,1108,530,220,57,1149,1253,0,385,205,6,57,1149,1310,370,191,21,0,0,0,0,5879,554,333,702,846,874,830,692,750,309,837,751,1711,1137,1443,2354,2652,379,492,3,0,0,0,5693,89,26,25,31,2788,3091,187,724,4971,5832,16,12,3,0,5832,0,0,0,0,0,0,0,0,0,0,0,0,22,5832,38,5823,50,0,0,402.6,AgriculturalArea_Residential,7,Dresden
