,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
10,11,4269,0,1204,18,0,2863,23,0,89,0,0,613,11,0,0,3620,52,1094,1997,785,0,266,643,1377,802,420,385,257,0,0,0,4169,8,85,68,580,1670,367,1150,22,628,1662,339,982,197,86,86,24,330,386,3427,82,62,86,795,25,70,123,993,1345,627,82,991,375,802,1714,54,145,987,245,1017,1378,630,2535,681,898,217,0,0,0,141,86,3,6,0,264,87,0,0,0,0,0,0,0,0,1116,625,537,171,34,242,231,2039,4107,1421,835,1259,428,101,1421,1840,0,249,371,27,101,1421,1167,613,529,200,94,0,0,0,10364,1195,1350,1325,1690,2020,1135,703,624,274,2298,1592,3710,1503,1254,4892,4283,446,729,18,0,0,0,7616,491,984,570,649,5153,5214,3704,1286,5376,8293,513,1199,295,30,8293,50,51,229,3,10,13,0,40,12,25,935,33,572,8293,2056,8957,1342,15,34,532.9,CommercialArea_CoreArea_Farmland_Residential_SpecialUseArea,18,Köln
11,12,3846,0,1507,13,0,2204,13,0,47,0,0,354,0,0,0,3496,24,798,1530,976,0,187,480,966,832,576,408,326,0,0,0,3798,10,30,4,734,2094,192,441,59,355,2207,266,557,125,167,0,6,533,1259,1881,132,197,473,449,164,322,238,688,892,263,132,41,249,721,2481,147,51,1197,728,693,961,264,2313,899,607,216,0,0,0,152,20,0,12,9,108,80,0,0,0,0,0,0,0,0,1287,528,365,54,15,361,340,1599,3722,1300,1091,940,260,74,1300,1775,0,223,214,30,74,1300,1278,529,402,86,38,0,0,0,8210,733,858,858,995,1421,1171,896,882,403,1393,1051,2415,1698,1667,3196,3915,557,517,13,0,0,0,6942,366,443,291,91,4019,4192,3696,1368,3143,7186,301,527,156,0,7186,5,18,97,0,12,9,6,28,13,26,396,21,298,7186,1009,7611,579,6,0,414.3,CommercialArea_Farmland_Residential_SpecialUseArea,20,Köln
12,13,19661,0,4226,61,0,14766,215,0,330,0,0,7343,252,6,12,11987,846,7354,8832,2054,0,1323,3832,6968,5105,1460,457,384,0,0,0,18943,70,636,3993,1994,9370,1366,1820,361,7656,9208,771,443,637,183,35,99,1072,617,17182,718,26,0,542,35,18,269,4897,9555,3470,718,730,6824,658,10553,357,126,614,368,5082,9765,3766,8139,2605,1898,559,3,0,0,1400,394,0,40,42,671,321,0,0,0,0,0,0,0,0,4930,1759,1104,225,37,819,818,6482,19012,10039,4053,2895,1183,828,10039,5064,6,1816,1009,131,828,10039,5442,1850,1138,285,142,0,0,0,34048,3174,2193,5061,7065,6426,3987,2795,2244,1123,4873,5539,13496,5496,4643,18201,11418,1637,2638,172,0,0,0,27625,2191,2519,1220,460,16359,17687,11813,5672,16568,28460,2108,2810,641,0,28460,123,368,594,0,112,30,46,168,40,58,2133,40,1604,28460,5593,31603,2377,45,0,1210.8,CommercialArea_CoreArea_Residential_SpecialUseArea,20,Köln
13,14,10533,0,2452,126,0,7530,142,0,196,0,0,2571,32,51,12,7830,153,3026,5236,1301,0,421,1790,3244,2946,1142,437,389,0,0,0,10034,299,193,554,843,6045,1233,1241,55,2697,4791,482,1128,810,80,0,3,1878,1136,7183,270,251,171,815,224,183,260,3534,2895,1871,270,177,1366,1378,7139,144,9,1314,654,3651,2950,1935,5634,1879,1449,481,3,0,0,488,199,3,39,34,592,208,0,0,0,0,0,0,0,0,3101,1295,894,210,38,715,530,4389,10014,4001,2402,2212,1003,340,4001,3839,3,771,845,114,340,4001,3265,1349,938,264,82,0,0,0,20865,2150,2263,2837,3003,3461,2883,1814,1676,794,3934,3300,6461,3864,3308,9175,8704,1136,1807,33,0,0,0,16245,1258,1818,1085,413,10150,10715,8258,3285,9318,17475,929,1908,504,0,17475,35,64,243,3,63,15,12,155,34,51,1412,68,1000,17475,3390,18401,2412,33,0,701.3,CommercialArea_Farmland_OtherSpecialArea_Residential_SpecialUseArea,37,Köln
14,15,6851,0,1331,28,0,5215,16,0,185,0,0,1531,127,3,14,5140,93,1983,3675,567,0,353,971,2330,1925,749,223,94,0,0,0,6765,0,70,132,277,5384,249,377,121,1693,1964,20,996,1336,272,125,0,665,792,4882,454,12,33,459,12,34,91,1574,3196,883,454,239,1542,781,3914,89,21,564,143,1850,3311,914,3824,1157,1142,399,0,0,0,328,87,0,15,27,362,166,0,0,0,0,0,0,0,0,1911,853,724,245,63,518,426,2859,6585,2499,1504,1656,653,265,2499,2708,0,437,566,86,265,2499,2063,853,725,277,116,0,0,0,14907,1639,1759,2071,2283,2390,1593,1279,1331,509,3003,2469,4684,2264,2462,6691,6202,837,1131,47,0,0,0,11006,834,2019,779,243,7230,7678,4999,1877,8034,11116,827,2511,436,0,11116,47,60,350,0,25,6,9,55,7,27,2140,10,914,11116,3795,12994,1877,24,0,639.4,CommercialArea_Farmland_Residential_SpecialUseArea,19,Köln
15,16,4593,0,1619,16,0,2717,66,0,117,0,0,900,28,18,0,3624,63,902,2076,1057,0,152,635,1156,1124,659,422,335,0,0,0,4404,139,47,148,598,2020,412,672,373,952,2361,39,296,577,24,0,90,990,626,2800,125,167,204,755,132,107,130,1099,1006,803,125,1154,518,237,2452,47,3,1179,374,1174,1044,804,2686,918,815,239,0,0,0,210,81,3,3,6,181,77,0,0,0,0,0,0,0,0,1354,611,505,138,24,367,272,2016,4347,1584,1140,1188,339,60,1584,1998,0,329,284,18,60,1584,1345,614,499,154,56,0,0,0,9810,1144,1068,1221,1471,1603,1142,934,855,323,1989,1443,3079,1620,1659,4157,4431,526,658,24,0,0,0,7416,523,859,662,297,4766,5028,3704,1641,4453,8274,348,841,297,11,8274,47,30,119,0,38,0,7,40,9,81,454,53,529,8274,1529,8439,1327,17,11,655.4,CommercialArea_Farmland_Residential_SpecialUseArea,20,Köln
16,17,5167,0,1322,49,0,3355,192,0,165,0,0,1553,11,0,3,3579,92,1585,2220,705,0,380,1075,1501,1111,463,262,241,0,0,0,5003,91,65,67,397,2562,608,784,306,1575,1919,0,1144,243,88,6,3,1222,893,2434,581,343,130,209,252,98,186,1052,1356,921,581,249,620,1061,2990,51,7,721,534,1078,1365,1452,2806,846,843,290,0,0,0,145,61,0,6,21,267,124,0,0,0,0,0,0,0,0,1313,711,486,171,78,307,368,2087,4708,1792,1014,1285,500,90,1792,2021,0,266,430,40,90,1792,1319,726,482,217,113,0,0,0,10765,1288,1270,1450,1410,1659,1324,1113,798,442,2315,1713,3062,1942,1739,4715,4614,607,817,22,0,0,0,6956,700,1651,1170,259,5208,5560,3386,1340,6045,7783,429,1774,750,3,7783,79,15,172,15,32,9,9,72,0,82,1205,130,1051,7783,2980,8782,1923,35,3,483.5,CommercialArea_ForestryArea_Residential_SpecialUseArea,21,Köln
17,18,5469,0,1650,14,0,3510,40,4,191,0,0,951,0,0,0,4502,43,1203,2626,967,0,146,635,1740,1442,678,370,324,0,0,0,5308,13,136,321,456,2785,786,739,36,958,2834,274,862,152,93,0,27,1303,1027,2905,212,202,218,523,211,274,229,2103,1037,442,212,91,924,838,3258,133,13,984,700,2183,1070,509,3204,1084,880,272,0,0,0,214,64,3,12,9,331,112,0,0,0,0,0,0,0,0,1724,717,523,153,33,484,313,2380,5185,1811,1346,1301,546,126,1811,2279,0,326,484,42,126,1811,1767,724,540,181,63,0,0,0,11572,1263,1392,1284,1423,1997,1508,1071,1061,558,2393,1554,3423,2070,2134,4795,5103,751,922,18,0,0,0,9306,628,903,491,176,5634,5945,4898,1926,4737,9982,384,949,197,3,9982,9,26,101,0,9,3,3,70,14,30,800,16,374,9982,1583,10164,1362,27,3,192.5,AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_MixedUseArea_Residential_SpecialUseArea,44,Köln
18,19,4926,0,1334,8,0,3371,9,0,164,0,0,869,21,17,0,3988,151,1079,2643,655,0,433,703,1431,1286,563,238,183,0,0,0,4764,139,17,95,126,4033,313,177,0,912,1500,95,1027,776,192,0,138,1101,688,2349,751,114,89,498,78,54,97,827,959,1420,751,2536,92,82,1855,56,0,745,219,844,1134,1936,2741,1056,667,273,0,0,0,152,63,3,3,12,259,137,0,0,0,0,0,0,0,0,1505,604,426,140,45,521,335,1892,4721,1847,1234,1021,473,117,1847,1991,0,251,408,31,117,1847,1542,611,447,150,72,0,0,0,10105,1034,1061,1147,1087,1571,1305,1011,1272,610,1883,1361,2660,1795,2409,4009,4393,860,825,27,0,0,0,7843,506,1016,530,193,4733,5363,4135,1524,4446,8265,342,1229,245,0,8265,18,24,132,0,13,3,13,22,0,45,953,72,448,8265,1832,8953,1127,15,0,439.4,CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea,20,Köln
19,20,5441,0,622,8,0,4462,45,0,247,0,0,734,65,0,5,4620,57,1561,3338,241,0,337,1287,2200,1142,251,88,78,0,0,0,5356,0,81,162,275,3387,454,667,251,812,1281,124,2838,131,8,0,3,264,607,4323,230,42,27,202,23,18,41,1303,2851,670,230,60,762,2831,1544,50,13,289,87,1393,2958,698,3090,899,965,315,0,0,0,195,105,0,15,6,352,174,0,0,0,0,0,0,0,0,1504,707,573,222,67,356,353,2386,5099,1917,1095,1404,593,76,1917,2175,0,321,530,46,76,1917,1510,698,600,237,108,0,0,0,11745,1526,1422,1644,1735,1597,1402,1025,947,441,2671,1926,3329,1978,1839,5201,4905,740,889,15,0,0,0,7842,930,1926,780,255,5619,6127,3799,1374,6572,8135,686,2442,467,7,8135,53,28,332,6,30,6,3,130,19,35,1911,52,948,8135,3607,9667,2028,31,7,731.4,ForestryArea_Residential_SpecialUseArea,12,Köln
20,21,5510,0,2544,36,0,2642,61,0,115,0,0,1382,6,0,0,4119,31,781,2046,1774,0,89,483,1258,1390,859,599,676,0,0,0,5258,91,151,313,728,2626,917,379,69,1400,3775,49,14,125,6,0,0,2400,1286,1663,130,873,403,417,472,284,187,1933,629,177,130,128,689,15,4386,84,3,1804,927,1986,634,208,3172,1289,727,263,0,0,0,303,43,9,0,0,118,91,0,0,0,0,0,0,0,0,1903,647,403,42,9,564,444,2120,5188,1905,1624,1165,317,83,1905,2346,0,425,276,6,83,1905,1858,674,453,75,37,0,0,0,10870,881,1016,1106,1230,1938,1549,1346,1227,571,1697,1329,3173,2199,2487,4041,5200,738,848,21,0,0,0,9525,483,329,242,160,5211,5649,5041,2020,3789,10096,289,323,103,0,10096,23,32,77,0,12,3,3,34,0,19,172,9,242,10096,752,10249,577,10,0,277.8,CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea,29,Köln
21,22,23145,0,3422,77,0,18813,316,33,415,0,0,9358,163,81,22,13466,2289,8787,9364,2171,0,3185,4779,7725,4960,1765,393,202,0,0,0,21621,232,1282,5515,1779,12122,1789,1120,173,9666,10101,449,379,1384,241,72,142,860,635,20479,1092,0,0,28,9,3,66,3409,9896,8558,1092,4736,6392,334,10770,433,155,44,115,3550,10167,9223,7174,2193,1286,394,59,0,0,1862,309,3,25,39,565,226,0,0,0,0,0,0,0,0,4851,1413,751,105,8,643,639,5918,22281,13898,4132,2076,970,1214,13898,3887,59,2231,822,89,1214,13898,5607,1599,833,189,58,0,0,0,35291,2208,1709,8493,8209,5822,3667,2400,1888,887,3483,8917,14034,4950,3892,22522,8945,1148,2400,284,0,3,0,28780,2454,1465,1931,619,17476,17806,12290,6621,16379,30437,2286,1482,1087,0,30437,46,183,691,0,59,51,65,150,25,42,993,24,2229,30437,4853,33172,2044,44,0,1683.0,CommercialArea_CoreArea_GreenArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea,30,Köln
