,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
10,11.0,2870,0,918,0,0,1916,6,0,25,0,0,1250,28,6,3,1577,51,860,1661,165,0,124,369,979,1020,179,66,84,0,0,0,2836,0,30,61,166,2587,6,4,17,1293,492,28,867,102,0,0,0,126,187,2459,87,11,0,138,19,7,101,518,1553,411,87,377,461,560,1338,60,0,157,125,526,1571,470,1212,468,204,60,0,0,0,196,53,0,9,3,110,65,0,0,0,0,0,0,0,0,820,233,107,36,0,226,137,850,2837,1502,665,338,206,120,1502,744,0,253,183,15,120,1502,865,270,140,36,3,0,0,0,4892,341,338,827,631,713,556,572,537,383,591,912,1342,878,1170,2245,1688,435,517,3,0,0,0,4011,277,333,252,21,2279,2613,510,1797,2585,4315,149,308,120,0,4315,9,0,9,0,0,3,6,19,12,6,240,3,224,4315,578,4591,298,0,0,634.7,Residential,3,Bremen
11,12.0,3884,0,1120,3,0,2600,3,0,152,0,0,1117,35,0,0,2725,43,1488,1651,588,0,85,575,1292,1015,393,251,252,0,0,0,3711,5,165,1338,665,1276,291,192,0,1160,2313,33,46,173,4,0,27,165,136,3485,80,5,0,406,23,21,590,1702,749,278,80,62,1424,50,2260,15,0,435,650,1730,753,304,1511,485,231,85,0,0,0,354,91,6,6,0,135,74,0,0,0,0,0,0,0,0,1016,298,158,16,9,132,161,1223,3724,1954,845,431,239,265,1954,804,3,463,204,9,265,1954,1105,384,192,43,42,0,0,0,6651,419,431,1422,1160,1104,840,584,402,287,739,1532,2265,1170,939,3858,1826,365,586,16,0,0,0,5720,345,231,299,57,3227,3424,700,2534,3416,6022,242,224,156,4,6022,6,13,12,0,0,6,3,43,6,9,138,9,323,6022,627,6368,275,0,4,765.2,Residential,4,Bremen
12,13.0,854,0,253,0,0,563,0,0,16,0,0,69,34,0,0,747,41,306,213,157,0,82,146,212,141,106,69,67,0,0,0,832,0,17,38,146,493,62,60,0,106,400,84,48,116,60,5,0,230,167,434,9,89,81,49,56,6,49,141,181,178,9,9,262,7,537,3,0,232,122,141,181,178,364,145,47,27,0,0,0,37,3,0,0,0,22,29,0,0,0,0,0,0,0,0,244,61,36,0,0,67,54,232,823,415,193,98,62,36,415,238,0,49,58,0,36,415,249,76,42,9,3,0,0,0,1503,96,105,305,197,203,201,168,142,70,169,337,405,285,294,719,560,89,125,0,0,0,0,1104,135,88,146,11,806,690,171,514,813,1233,100,76,72,0,1233,0,0,10,0,0,3,3,14,12,0,51,3,131,1233,265,1394,103,0,0,129.7,CommercialBuildingArea_OtherArea_Residential,4,Bremen
13,14.0,3586,0,1291,0,0,2146,0,0,126,0,0,876,3,0,0,2691,57,1012,1628,611,0,85,529,928,1078,415,256,225,0,0,0,3423,10,148,522,946,1209,288,402,43,887,2034,21,42,360,37,13,13,516,138,2821,67,69,43,791,56,33,285,969,736,472,67,199,891,73,2297,18,0,936,385,1012,742,485,1713,575,397,94,0,0,0,249,65,6,9,9,140,61,0,0,0,0,0,0,0,0,1021,374,206,65,12,184,213,1301,3452,1507,837,602,271,232,1507,1085,0,337,231,28,232,1507,1072,451,253,91,46,0,0,0,7114,569,687,1277,1004,1142,890,653,537,322,1123,1420,2155,1217,1188,3555,2501,430,605,24,0,0,0,5589,385,585,406,96,3603,3498,723,2312,4062,5850,306,667,256,10,5850,13,16,10,0,4,4,6,79,6,13,577,8,434,5850,1262,6730,359,0,10,218.7,CommercialBuildingArea_OtherArea_Residential,16,Bremen
14,15.0,3615,0,2739,0,0,788,0,0,33,0,0,391,0,0,0,3226,3,192,799,2072,0,6,136,331,638,1007,800,596,0,0,0,3502,47,60,126,362,1022,1588,135,54,394,3143,9,3,0,15,0,0,1339,695,1507,36,797,484,1340,296,139,29,347,75,59,36,63,397,19,2978,24,0,2651,477,356,75,72,2530,1279,483,324,0,0,0,97,33,6,3,6,35,53,0,0,0,0,0,0,0,0,1550,543,321,33,6,599,422,1508,3555,928,1416,921,171,58,928,2119,0,177,136,9,58,928,1543,578,347,62,9,0,0,0,8023,522,766,643,653,1176,1269,1481,1105,348,1115,838,1831,2043,2199,2514,4482,587,423,0,0,0,0,7305,253,106,213,36,3882,4133,633,3781,3607,7703,50,88,118,3,7703,0,0,0,0,6,3,0,12,0,9,24,3,187,7703,306,7809,180,0,3,278.6,AgriculturalArea_CommercialBuildingArea_OtherArea_Residential,10,Bremen
15,16.0,3840,0,2396,0,0,1392,0,0,18,0,0,602,46,0,0,3182,7,448,1132,1736,0,91,426,561,705,911,697,369,0,0,0,3802,0,28,131,138,1279,745,1104,26,657,2443,0,49,598,0,0,3,882,601,2285,24,335,444,1364,180,83,26,285,375,669,24,772,270,54,2583,9,0,2180,308,295,375,670,2701,967,809,328,3,0,0,125,52,0,12,0,154,72,0,0,0,0,0,0,0,0,1309,657,562,88,24,384,278,2019,3795,1001,1110,1251,287,51,1001,2118,3,230,248,18,51,1001,1292,660,591,125,38,0,0,0,9315,826,1217,874,1027,1723,1251,1062,842,482,1796,1122,2748,1838,1793,3451,4639,632,565,6,0,0,0,7446,548,477,686,105,4427,4885,1070,3938,4295,8672,136,339,107,11,8672,4,3,0,6,6,3,0,48,0,49,216,26,193,8672,629,8311,983,0,11,295.3,CommercialBuildingArea_Residential,7,Bremen
16,17.0,6148,0,1920,0,0,4069,0,0,79,0,0,1271,99,0,0,4761,6,1740,2910,851,0,130,793,1772,1780,803,388,315,0,0,0,6030,13,99,118,942,4193,347,231,6,1381,1967,0,1203,1307,10,0,0,1019,538,4230,313,302,329,632,166,90,78,1232,1741,1199,313,552,443,55,4578,326,0,1317,331,1268,1809,1394,3333,1232,772,333,0,0,0,213,107,9,9,3,309,139,0,0,0,0,0,0,0,0,1819,769,498,152,42,522,416,2394,6023,2511,1482,1290,542,147,2511,2363,0,373,477,37,147,2511,1850,789,525,171,78,0,0,0,12505,1224,1338,1604,1589,1907,1685,1460,1226,471,2273,1897,3500,2424,2429,5207,5285,795,1175,15,0,0,6,8818,1031,1150,1356,78,6020,6478,1662,4063,6779,10276,449,1178,530,22,10276,9,5,33,17,3,6,3,182,22,58,824,41,886,10276,2220,10719,1720,20,25,206.5,CommercialBuildingArea_Residential,8,Bremen
17,18.0,2488,0,1574,3,0,840,0,0,46,0,0,105,7,0,0,2369,42,423,816,969,0,45,79,301,602,659,433,325,0,0,0,2395,64,25,15,91,1862,193,175,9,112,1792,368,25,51,63,0,0,480,111,1831,34,248,79,1311,73,10,21,430,183,68,34,92,171,439,1671,44,0,1667,117,444,183,87,1529,684,368,173,0,0,0,84,24,0,0,0,67,24,0,0,0,0,0,0,0,0,898,318,236,43,3,347,223,974,2417,826,785,586,144,36,826,1227,0,121,115,6,36,826,890,351,248,52,4,0,0,0,5224,455,459,492,580,782,639,740,703,386,805,590,1353,1001,1464,1781,2603,468,364,9,0,0,0,4306,315,201,306,78,2503,2721,612,2097,2510,4941,81,112,56,0,4941,4,4,3,0,0,0,0,21,5,9,59,6,112,4941,273,4809,407,3,0,247.1,Residential,4,Bremen
18,19.0,5024,0,2204,0,0,2682,0,0,79,0,0,1161,16,0,0,3838,6,810,2505,997,0,67,522,1137,1545,804,478,298,0,0,0,4963,6,40,106,158,3975,268,242,6,1180,2008,77,1360,65,119,0,6,1402,586,2874,110,468,232,888,180,76,24,1381,945,657,110,484,174,62,4088,21,0,1635,293,1417,965,696,3064,1219,683,301,0,0,0,185,85,0,12,3,238,114,0,0,0,0,0,0,0,0,1737,696,415,102,35,622,365,2050,4903,1679,1444,1151,444,121,1679,2211,0,334,383,25,121,1679,1744,732,457,136,48,0,0,0,10870,1125,1214,1286,1169,1573,1339,1176,1420,516,2080,1587,2740,1929,2537,4295,4852,777,912,9,0,0,0,7917,643,818,1295,87,5308,5539,1108,3942,5813,9249,265,718,537,14,9249,9,3,9,12,0,0,0,105,9,101,395,28,772,9249,1610,9440,1374,12,21,200.7,AgriculturalArea_CommercialBuildingArea_Residential,5,Bremen
19,20.0,3267,0,1339,0,0,1867,0,0,20,0,0,1106,10,0,3,2139,5,1036,1575,343,0,121,496,866,1068,346,189,117,0,0,0,3251,0,10,10,55,2804,154,142,10,1124,730,0,1267,0,30,0,0,647,482,1994,135,158,98,355,81,18,3,324,1526,549,135,858,55,21,2245,6,0,648,103,343,1571,588,1779,697,379,154,0,0,0,116,37,3,6,6,201,84,0,0,0,0,0,0,0,0,1059,363,221,63,24,324,206,1228,3227,1360,822,624,332,76,1360,1254,0,180,291,25,76,1360,1083,379,241,70,31,0,0,0,6666,610,664,763,744,933,836,722,911,482,1127,925,1677,1212,1732,2541,2782,676,680,3,0,0,0,4691,425,583,819,106,3119,3541,739,2538,3391,5737,186,439,265,16,5737,0,0,9,15,0,0,3,57,9,62,264,15,388,5737,922,5653,982,0,17,207.1,Residential,3,Bremen
20,21.0,3762,0,1877,0,0,1789,0,0,59,0,0,914,48,0,0,2796,10,448,2234,622,0,6,237,969,1276,670,298,209,0,0,0,3702,0,54,59,134,3156,144,112,0,968,1724,28,870,13,6,0,3,768,457,2470,37,256,108,983,143,28,46,1256,769,98,37,571,266,341,2361,79,3,1382,228,1281,769,98,2245,872,488,206,0,0,0,113,81,0,12,9,227,82,0,0,0,0,0,0,0,0,1275,496,302,73,18,440,299,1498,3678,1313,1013,828,403,97,1313,1601,0,221,346,35,97,1313,1285,521,331,119,33,0,0,0,7962,761,883,865,862,1173,974,938,996,511,1493,1031,2035,1450,1972,3048,3540,676,670,9,0,0,0,5989,487,641,737,53,3769,4186,854,3041,4065,6850,213,543,304,3,6850,0,6,12,6,0,3,0,76,3,47,343,12,462,6850,1098,6996,931,6,9,207.0,Residential,2,Bremen
21,22.0,1562,0,1147,0,0,353,0,0,15,0,0,94,33,0,0,1442,3,114,514,606,0,3,58,176,306,478,319,174,0,0,0,1527,9,22,6,557,817,58,26,0,126,1327,0,0,88,0,0,0,495,421,601,16,398,322,415,96,84,16,209,12,0,16,9,289,0,1187,9,0,1158,207,214,12,0,1041,483,194,99,0,0,0,38,6,0,3,3,26,18,0,0,0,0,0,0,0,0,641,228,110,9,0,277,152,590,1526,442,552,371,87,12,442,818,0,89,62,9,12,442,635,229,127,21,0,0,0,0,3304,194,299,270,233,592,456,426,611,196,445,334,839,670,1039,1091,1732,245,236,18,0,0,0,3053,91,34,59,9,1590,1714,270,1554,1480,3220,27,22,10,0,3220,0,0,0,0,0,3,0,6,0,3,16,0,17,3220,73,3210,79,0,0,221.9,Residential,2,Bremen
22,22.0,1562,0,1147,0,0,353,0,0,15,0,0,94,33,0,0,1442,3,114,514,606,0,3,58,176,306,478,319,174,0,0,0,1527,9,22,6,557,817,58,26,0,126,1327,0,0,88,0,0,0,495,421,601,16,398,322,415,96,84,16,209,12,0,16,9,289,0,1187,9,0,1158,207,214,12,0,1041,483,194,99,0,0,0,38,6,0,3,3,26,18,0,0,0,0,0,0,0,0,641,228,110,9,0,277,152,590,1526,442,552,371,87,12,442,818,0,89,62,9,12,442,635,229,127,21,0,0,0,0,3304,194,299,270,233,592,456,426,611,196,445,334,839,670,1039,1091,1732,245,236,18,0,0,0,3053,91,34,59,9,1590,1714,270,1554,1480,3220,27,22,10,0,3220,0,0,0,0,0,3,0,6,0,3,16,0,17,3220,73,3210,79,0,0,221.9,Residential,2,Bremen
23,23.0,5539,0,1915,0,0,3410,3,0,182,0,0,1477,50,0,0,4001,90,1863,2331,882,0,109,767,1756,1438,707,404,290,0,0,0,5408,0,123,479,806,2936,785,251,34,1534,2691,18,312,656,23,0,31,491,569,4321,93,59,175,1014,49,66,461,2229,1077,238,93,133,1344,217,3647,32,0,1314,577,2284,1088,253,2616,916,530,243,0,0,0,305,116,3,12,12,248,110,0,0,0,0,0,0,0,0,1533,582,383,46,19,324,309,1969,5337,2468,1232,946,436,234,2468,1696,0,473,374,39,234,2468,1609,661,429,56,38,0,0,0,10231,861,883,1643,1413,1626,1461,1077,887,359,1547,1848,3043,2044,1755,4710,3846,623,1012,9,0,0,0,8327,611,481,704,53,5131,5081,1101,3982,5145,9110,289,487,282,0,9110,11,9,11,9,5,0,6,108,3,23,306,19,492,9110,1118,9389,809,3,6,320.1,CommercialBuildingArea_OtherArea_Residential,6,Bremen
