,Neighborhood_FID,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Land_Value,Area_Types,Area_Count,City_Name
10,11,2557,0,2066,0,0,400,0,3,24,0,0,199,3,0,0,2349,0,111,758,946,0,0,60,365,684,689,391,162,0,0,0,2526,0,22,73,591,320,402,726,13,203,2265,0,0,17,0,8,3,2252,199,64,11,1760,143,0,334,27,0,225,46,11,11,53,412,12,1897,39,0,1937,375,233,46,11,1901,811,344,222,0,0,0,43,52,0,0,9,42,42,0,0,0,0,0,0,0,0,1072,503,232,9,3,252,194,1376,2513,525,924,805,135,37,525,1468,0,177,107,9,37,525,1049,492,252,31,25,0,0,0,6272,450,537,490,567,1313,1131,816,610,295,909,605,1898,1514,1355,2196,3175,387,448,27,0,0,0,5972,138,27,26,29,3090,3173,259,860,5139,6202,31,12,3,0,6202,0,3,0,0,0,0,0,9,0,6,0,0,15,6202,52,6219,36,0,0,353.9,CommercialBuildingArea_Residential_SpecialUseArea,8,Berlin
11,12,2911,0,1610,0,0,1189,0,0,27,0,0,286,20,0,0,2600,0,498,823,913,0,3,84,758,733,647,334,187,0,0,0,2867,0,36,141,924,161,152,1106,21,307,1854,69,237,167,154,9,3,1472,269,1052,68,1049,178,272,242,21,9,383,394,280,68,280,603,12,1721,156,0,1536,298,393,420,293,1955,801,338,238,0,0,0,101,107,3,3,3,93,64,0,0,0,0,0,0,0,0,1124,510,246,12,0,254,206,1446,2874,799,938,777,221,64,799,1426,0,254,193,6,64,799,1127,536,269,45,9,0,0,0,6371,446,524,710,619,1351,1103,775,581,214,908,807,1977,1498,1203,2421,3095,339,471,12,0,0,0,6033,121,41,62,19,3140,3225,227,697,5431,6237,39,24,31,0,6237,4,0,3,0,0,0,0,7,0,0,5,3,55,6237,105,6294,62,0,0,557.3,CommercialBuildingArea_Residential_SpecialUseArea,15,Berlin
12,13,8624,0,3537,0,0,4780,0,0,129,0,0,1601,421,0,0,6558,12,1586,3738,1790,0,21,229,2569,2012,2144,944,359,0,0,0,8496,0,118,100,1102,256,525,5616,30,2044,3586,0,3,2560,222,0,8,3086,872,1761,2784,2136,665,175,545,46,6,499,995,694,2784,3863,610,393,3329,30,0,3146,665,882,2079,1874,5758,2140,1089,527,3,0,0,427,418,12,18,15,413,165,0,0,0,0,0,0,0,0,3237,1519,740,75,3,751,457,4375,8449,2431,2629,2321,739,156,2431,3873,3,938,640,46,156,2431,3253,1551,842,108,21,0,0,0,18595,1862,1698,2409,2289,3431,2651,1859,1693,571,3329,2686,5743,3559,3299,7837,8288,866,1536,18,0,0,0,17398,392,232,263,60,8927,9656,765,2262,15509,18208,105,85,64,0,18208,0,0,6,0,3,0,6,21,4,12,3,3,175,18208,322,18209,343,0,0,569.6,Residential_SpecialUseArea,6,Berlin
13,14,516,0,473,0,0,18,0,0,3,0,0,3,0,0,0,510,0,9,159,165,0,0,0,28,148,180,83,27,0,0,0,512,0,3,0,431,9,0,15,3,3,505,0,0,0,0,0,0,61,414,6,0,55,378,6,3,41,0,6,0,0,0,0,70,3,387,3,0,475,49,6,0,0,387,217,28,47,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,254,75,15,0,0,88,50,219,509,94,229,107,30,0,94,321,0,12,15,0,0,94,250,69,29,0,0,0,0,0,1122,59,59,65,85,195,198,194,196,53,109,84,293,288,346,321,654,76,57,0,0,0,0,1075,18,0,0,6,556,567,23,99,990,1113,3,3,0,0,1113,0,0,0,0,0,0,0,0,0,3,0,0,0,1113,6,1117,5,0,0,504.0,Residential,7,Berlin
14,15,32809,0,1156,0,0,30689,6,0,827,0,0,5134,465,140,4,26948,235,14270,14608,2524,0,565,5119,13107,10142,3066,319,84,0,0,0,32381,9,412,11271,9521,6543,2186,1660,274,5793,6522,4715,7104,4942,1283,717,30,1540,462,28437,2238,49,22,163,27,3,49,2281,18689,9034,2238,8958,9650,738,11645,1112,6,245,120,2370,20046,9832,14412,4715,2165,563,24,0,0,1934,1483,45,133,49,2169,809,0,0,0,0,0,0,0,0,9265,3309,1514,199,18,2217,971,11232,31923,16016,6716,4384,3310,1507,16016,7467,30,3559,2975,282,1507,16016,10323,3495,1627,264,39,0,0,0,55856,5878,3425,8067,10282,9734,6102,4562,5114,2692,8717,8655,20018,8314,10160,29517,16670,3233,6265,182,0,0,0,51968,1913,601,1008,221,26288,29569,2917,7140,45801,53828,917,404,563,3,53828,0,12,27,0,3,16,24,171,12,70,64,22,1205,53828,2032,54945,854,0,3,1745.3,Residential_SpecialUseArea,12,Berlin
15,16,851,0,654,0,0,159,0,3,12,0,0,33,0,0,0,809,7,52,298,276,0,3,33,152,285,173,92,48,0,0,0,843,0,3,77,334,131,97,96,9,33,752,0,12,26,0,0,0,433,285,75,22,314,261,21,58,27,3,86,13,0,22,20,179,0,547,57,0,643,102,100,13,0,541,278,66,42,0,0,0,25,21,3,3,3,12,16,0,0,0,0,0,0,0,0,358,123,41,0,0,97,101,338,852,274,312,185,46,7,274,399,0,62,37,5,7,274,332,105,61,6,3,0,0,0,1813,131,113,114,164,335,330,269,243,71,235,140,505,455,477,577,961,122,149,3,0,0,0,1715,41,6,15,4,898,894,50,287,1464,1794,6,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,9,1791,17,0,0,260.1,Residential_SpecialUseArea,7,Berlin
16,17,7579,0,748,0,0,5986,0,0,788,0,0,384,33,11,4,7088,150,2932,3308,465,0,41,1242,1662,2871,1208,212,80,0,0,0,7493,45,31,405,452,3341,2635,196,24,444,1102,1983,3073,589,8,3,7,1460,418,4989,614,556,62,40,175,15,12,513,2795,2690,614,5656,341,22,1228,69,26,691,212,527,3058,3029,3480,1477,380,242,0,0,0,241,224,6,11,21,451,147,0,0,0,0,0,0,0,0,2268,758,318,32,32,671,325,2411,6772,3093,1769,950,705,144,3093,2160,0,525,628,60,144,3093,2337,765,344,39,44,0,0,0,12711,1122,895,1681,1417,1817,1830,1659,1522,711,1846,1858,3237,2608,3141,5377,4877,905,1499,18,0,0,0,11768,412,138,166,141,6116,6594,503,1422,10767,12446,68,77,71,0,12446,3,0,0,0,0,0,3,17,3,9,11,18,105,12446,246,12505,192,0,0,441.6,CommercialBuildingArea_Residential_SpecialUseArea,12,Berlin
17,18,8741,0,3638,0,0,4785,0,0,181,0,0,1485,89,44,0,7065,46,1423,3773,2108,0,75,961,2241,2369,1705,667,340,0,0,0,8604,29,94,560,958,556,714,4816,101,1640,4650,0,200,1807,24,3,8,3754,812,3146,920,2350,554,428,382,49,27,603,1787,1542,920,1994,1001,291,4957,113,0,3442,502,711,2159,1943,5962,2252,1300,501,0,0,0,416,385,15,0,24,444,102,0,0,0,0,0,0,0,0,3303,1586,809,80,0,770,487,4562,8544,2264,2761,2396,747,224,2264,4137,0,935,638,39,224,2264,3315,1640,872,133,44,0,0,0,19525,1935,1870,2004,2455,4071,2981,1900,1669,514,3532,2309,6550,3910,3248,7964,9018,836,1597,39,0,0,0,18081,519,337,336,80,9585,9922,842,2390,16236,19068,164,109,72,3,19068,0,8,3,3,3,0,3,67,0,35,24,0,154,19068,412,18940,542,0,3,549.7,CommercialBuildingArea_Residential_SpecialUseArea,13,Berlin
18,19,14559,0,2893,0,0,11092,11,6,423,0,0,3697,314,3,0,10458,142,5036,5987,1994,0,355,1936,4785,4169,1868,628,437,0,0,0,14303,42,187,4094,2065,3034,1011,3103,91,4065,5265,1518,1274,1183,551,11,35,4609,1391,7398,1053,1260,317,247,390,70,44,1794,6479,2727,1053,1975,2755,234,8888,131,0,1876,582,1883,6921,3231,7681,2830,1501,362,6,0,0,695,660,15,27,9,801,283,0,0,0,0,0,0,0,0,4608,1766,1004,135,21,1287,607,5682,14061,5874,3598,2747,1278,451,5874,4809,6,1474,1138,63,451,5874,4833,1862,1068,180,62,0,0,0,27686,3053,2087,2989,3892,5508,3328,2549,2953,1314,4827,3315,9412,4454,5695,12538,10537,1745,2758,93,0,0,3,25819,919,231,425,122,13209,14473,1555,3751,22359,26785,379,137,221,3,26785,0,0,6,0,3,0,9,57,12,6,35,6,479,26785,863,27266,365,0,3,776.5,CommercialBuildingArea_Residential,8,Berlin
19,20,3963,0,1998,0,0,1797,0,0,97,0,0,712,58,25,0,3125,0,385,1599,1117,0,39,301,919,1028,725,467,216,0,0,0,3934,0,17,226,578,297,817,1360,71,801,2350,8,79,444,66,3,10,2362,559,857,129,1340,317,140,234,9,4,711,616,359,129,637,547,0,2423,106,4,1876,291,756,645,361,2811,1051,646,251,0,0,0,184,129,6,6,9,132,85,0,0,0,0,0,0,0,0,1505,678,451,64,9,367,261,2096,3904,946,1270,1201,303,67,946,2056,0,368,250,18,67,946,1485,691,497,81,21,0,0,0,9070,859,959,854,967,1974,1389,1074,768,181,1670,1027,2938,1937,1521,3609,4348,379,643,33,0,0,0,8292,268,203,169,22,4503,4568,572,1474,7007,8787,73,128,27,0,8787,0,0,0,0,6,0,0,3,0,6,72,3,92,8787,254,8756,278,0,0,504.3,Residential,4,Berlin
20,21,3818,0,545,0,0,3158,0,0,99,0,0,969,97,0,0,2743,6,1527,1656,329,0,21,347,1327,1421,451,95,53,0,0,0,3721,5,90,768,445,1226,454,697,9,1075,1148,1062,57,170,79,0,0,1133,297,2206,163,219,53,6,114,15,9,533,1853,806,163,1584,473,0,1601,42,0,282,147,562,1972,814,2064,897,322,110,0,0,0,186,124,0,3,6,222,73,0,0,0,0,0,0,0,0,1379,432,214,27,0,433,178,1441,3709,1492,1103,611,343,138,1492,1356,0,337,300,18,138,1492,1442,467,215,31,12,0,0,0,7047,648,489,771,953,1278,899,842,904,274,1048,857,2232,1282,1635,2911,2961,438,714,18,0,0,0,6510,246,110,113,19,3348,3701,335,1079,5640,6806,89,73,40,0,6806,0,3,3,3,0,0,0,25,0,16,22,6,107,6806,234,6883,144,3,3,568.8,CommercialBuildingArea_Residential,2,Berlin
21,22,68968,0,7121,86,0,58344,766,163,2244,0,0,18731,1828,33,405,47690,1496,25125,28284,11914,0,3155,14019,23772,16872,6845,2387,1249,0,0,0,65648,863,2425,36607,3914,19904,4264,1138,0,21136,21298,1290,2777,10468,5454,1736,791,4228,1090,54059,9279,6,0,24,19,9,30,1690,15621,41751,9279,33331,11179,1434,20974,454,25,63,147,2104,18117,48100,24970,8838,4962,1778,125,0,0,2881,1098,13,203,225,2691,1548,0,0,0,0,0,0,0,0,15598,5485,2902,654,143,2854,3334,18777,65694,38350,11966,8047,4966,2349,38350,15623,126,4125,4268,602,2349,38350,17074,5741,3065,870,335,0,0,0,108217,8379,7707,15032,15462,18347,16429,14280,8524,4066,14465,16654,33808,24168,19099,54297,36561,5176,11580,598,0,6,3,80986,8701,7923,9105,1430,51679,56542,13517,23404,71291,90074,6307,6296,5218,205,90074,219,346,708,3,367,66,344,1408,96,679,2779,554,9586,90074,18150,99801,7870,74,276,6354.9,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,27,Berlin
